,Date,Team,Acquired,Relinquished,Notes
2043,2021-01-30,Blazers,Robert Covington,,activated from IL
2044,2021-01-30,Bulls,,Devon Dotson,placed on IL
2045,2021-01-30,Heat,Jimmy Butler,,activated from IL
2046,2021-01-30,Jazz,Trent Forrest,,activated from IL
2047,2021-01-30,Kings,,Robert Woodard II,placed on IL
2048,2021-01-30,Lakers,Anthony Davis,,activated from IL
2049,2021-01-30,Mavericks,,Kristaps Porzingis,placed on IL with right knee injury
2050,2021-01-30,Spurs,Derrick White,,activated from IL
2051,2021-01-30,Suns,,Cameron Payne,placed on IL with right foot injury
2052,2021-01-30,Suns,Damian Jones,,activated from IL
2053,2021-01-30,Wizards,Deni Avdija,,activated from IL
2054,2021-01-30,Wizards,Ishmael Smith / Ish Smith,,activated from IL
2055,2021-01-30,Wizards,Troy Brown Jr.,,activated from IL
2056,2021-01-30,Kings,Jahmi'us Ramsey,,activated from IL
2057,2021-01-31,Cavaliers,Lamar Stevens,,activated from IL
2058,2021-01-31,Jazz,,Udoka Azubuike,placed on IL with sprained right ankle
2059,2021-01-31,Jazz,Derrick Favors,,activated from IL
2060,2021-01-31,Jazz,Donovan Mitchell,,activated from IL
2061,2021-01-31,Knicks,Reggie Bullock,,activated from IL
2062,2021-01-31,Nets,,Iman Shumpert,placed on IL with NBA health and safety protocols
2063,2021-01-31,Nets,,James Harden,placed on IL with left thigh injury
2064,2021-01-31,Wizards,,Raulzinho Neto / Raul Neto,placed on IL with left groin injury
2065,2021-02-01,Cavaliers,,Larry Nance Jr.,placed on IL with sprained right wrist
2066,2021-02-01,Hawks,,De'Andre Hunter,placed on IL with right knee injury
2067,2021-02-01,Hawks,,Onyeka Okongwu,placed on IL with left Achilles injury
2068,2021-02-01,Kings,Nemanja Bjelica,,activated from IL
2069,2021-02-01,Knicks,,Dennis Smith Jr.,placed on IL
2070,2021-02-01,Magic,,Aaron Gordon,placed on IL with sprained left ankle
2071,2021-02-01,Magic,Chuma Okeke,,activated from IL
2072,2021-02-01,Mavericks,Kristaps Porzingis,,activated from IL
2073,2021-02-01,Mavericks,Maximilian Kleber / Maxi Kleber,,activated from IL
2074,2021-02-01,Nets,James Harden,,activated from IL
2075,2021-02-01,Nuggets,,Gary Harris,placed on IL with strained left adductor
2076,2021-02-01,Pelicans,,Steven Adams,placed on IL with left calf injury
2077,2021-02-01,Timberwolves,Juancho Hernangomez / Juan Hernangomez,,activated from IL
2078,2021-02-02,Blazers,,Nassir Little,placed on IL with sprained left knee
2079,2021-02-02,Celtics,,Marcus Smart,placed on IL with left calf injury
2080,2021-02-02,Pistons,,Jahlil Okafor,placed on IL with left knee injury
2081,2021-02-02,Raptors,Norman Powell,,activated from IL
2082,2021-02-02,Rockets,,John Wall (Hildred),placed on IL with left Achilles injury
2083,2021-02-02,Spurs,,LaMarcus Aldridge,placed on IL with right hip flexor injury
2084,2021-02-03,Bucks,,Jordan Nwora,placed on IL
2085,2021-02-03,Bucks,Jaylen Adams,,activated from IL
2086,2021-02-03,Bulls,,Otto Porter Jr.,placed on IL with lower back spasms
2087,2021-02-03,Celtics,,Kemba Walker,placed on IL with left knee injury
2088,2021-02-03,Pelicans,Steven Adams,,activated from IL
2089,2021-02-03,Spurs,,Rudy Gay,placed on IL with left hip flexor injury
2090,2021-02-04,76ers,,(James) Mike Scott,placed on IL with right knee injury
2091,2021-02-04,76ers,,Ben Simmons,placed on IL with left calf injury
2092,2021-02-04,Blazers,,Damian Lillard,placed on IL with strained abdominal
2093,2021-02-04,Celtics,Kemba Walker,,activated from IL
2094,2021-02-04,Hawks,,Trae Young,placed on IL with bruised right calf
2095,2021-02-04,Mavericks,,Tyrell Terry,placed on IL
2096,2021-02-04,Nets,Iman Shumpert,,activated from IL
2097,2021-02-04,Rockets,,Victor Oladipo,placed on IL with right quadricep injury
2098,2021-02-04,Rockets,John Wall (Hildred),,activated from IL
2099,2021-02-05,Bulls,,Adam Mokoka,placed on IL with NBA health and safety protocols
2100,2021-02-05,Celtics,,Jaylen Brown,placed on IL with sore left knee
2101,2021-02-05,Celtics,Payton Pritchard,,activated from IL
2102,2021-02-05,Clippers,,Paul George,placed on IL with sore right foot
2103,2021-02-05,Grizzlies,Jonas Valanciunas,,activated from IL
2104,2021-02-05,Pistons,,Derrick Rose,placed on IL with left knee injury
2105,2021-02-05,Pistons,,Wayne Ellington,placed on IL with strained right calf
2106,2021-02-05,Rockets,,Christian Wood,placed on IL with sprained right ankle
2107,2021-02-05,Spurs,,Lonnie Walker IV,placed on IL with stomach illness
2108,2021-02-05,Spurs,Rudy Gay,,activated from IL
2109,2021-02-05,Suns,,Dario Saric,placed on IL with sprained left ankle
2110,2021-02-06,76ers,Ben Simmons,,activated from IL
2111,2021-02-06,Blazers,Damian Lillard,,activated from IL
2112,2021-02-06,Blazers,Derrick Jones Jr.,,activated from IL
2113,2021-02-06,Bulls,,Lauri Markkanen,placed on IL with sprained right shoulder
2114,2021-02-06,Cavaliers,Larry Nance Jr.,,activated from IL
2115,2021-02-06,Grizzlies,Grayson Allen,,activated from IL
2116,2021-02-06,Hawks,Onyeka Okongwu,,activated from IL
2117,2021-02-06,Hawks,Trae Young,,activated from IL
2118,2021-02-06,Jazz,,Mike Conley Jr.,placed on IL with right hamstring injury
2119,2021-02-06,Knicks,,Nerlens Noel,placed on IL with sore left knee
2120,2021-02-06,Nets,,Kevin Durant,placed on IL with NBA health and safety protocols
2121,2021-02-06,Nets,,Kyrie Irving,placed on IL with right index finger injury
2122,2021-02-06,Nuggets,,Facundo Campazzo,placed on IL with sore right knee
2123,2021-02-06,Nuggets,,Jamal Murray,placed on IL with sore left knee
2124,2021-02-06,Pelicans,Naji Marshall,,activated from IL
2125,2021-02-06,Timberwolves,,D'Angelo Russell,placed on IL with right quadricep injury
2126,2021-02-07,Cavaliers,,Larry Nance Jr.,placed on IL with fractured left hand/finger
2127,2021-02-07,Wizards,Raulzinho Neto / Raul Neto,,activated from IL
2128,2021-02-08,Bucks,,Jrue Holiday,placed on IL with NBA health and safety protocols
2129,2021-02-08,Bulls,Adam Mokoka,,activated from IL
2130,2021-02-08,Lakers,,Alex Caruso,placed on IL with right hand injury
2131,2021-02-08,Lakers,,Anthony Davis,placed on IL with right Achilles injury
2132,2021-02-08,Nets,,Iman Shumpert,placed on IL with strained left hamstring
2133,2021-02-08,Nuggets,Facundo Campazzo,,activated from IL
2134,2021-02-08,Nuggets,Jamal Murray,,activated from IL
2135,2021-02-08,Timberwolves,D'Angelo Russell,,activated from IL
2136,2021-02-09,Blazers,,Keljin Blevins,placed on IL
2137,2021-02-09,Celtics,Jaylen Brown,,activated from IL
2138,2021-02-09,Hawks,,Rajon Rondo,placed on IL with sore lower back
2139,2021-02-09,Knicks,,Frank Ntilikina,placed on IL with NBA health and safety protocols
2140,2021-02-09,Knicks,Derrick Rose,,activated from IL
2141,2021-02-09,Knicks,Nerlens Noel,,activated from IL
2142,2021-02-09,Magic,,Evan Fournier,placed on IL with lower back spasms
2143,2021-02-09,Magic,Al-Farouq Aminu,,activated from IL
2144,2021-02-09,Nets,Kyrie Irving,,activated from IL
2145,2021-02-09,Pistons,,Dennis Smith Jr.,placed on IL with NBA health and safety protocols
2146,2021-02-09,Pistons,,Frank Jackson,placed on IL with illness
2147,2021-02-09,Pistons,Wayne Ellington,,activated from IL
2148,2021-02-09,Spurs,,Derrick White,placed on IL with toe injury
2149,2021-02-09,Spurs,Lonnie Walker IV,,activated from IL
2150,2021-02-10,Clippers,Patrick Beverley,,activated from IL
2151,2021-02-10,Raptors,,Yuta Watanabe,placed on IL with sprained left ankle
2152,2021-02-10,Timberwolves,,D'Angelo Russell,placed on IL with sore left leg
2153,2021-02-10,Timberwolves,Karl-Anthony Towns,,activated from IL
2154,2021-02-11,76ers,,Shake Milton,placed on IL with sprained left ankle
2155,2021-02-11,Blazers,,C.J. Elleby,placed on IL with illness
2156,2021-02-11,Blazers,Nassir Little,,activated from IL
2157,2021-02-11,Celtics,,Robert Williams III,placed on IL with left hip injury
2158,2021-02-11,Pistons,,Mason Plumlee,placed on IL with right elbow injury
2159,2021-02-11,Pistons,Dennis Smith Jr.,,activated from IL
2160,2021-02-11,Rockets,Victor Oladipo,,activated from IL
2161,2021-02-12,Blazers,C.J. Elleby,,activated from IL
2162,2021-02-12,Celtics,,Kemba Walker,placed on IL with left knee injury
2163,2021-02-12,Kings,DaQuan Jeffries,,activated from IL
2164,2021-02-12,Lakers,Alex Caruso,,activated from IL
2165,2021-02-12,Lakers,Anthony Davis,,activated from IL
2166,2021-02-12,Lakers,Jared Dudley,,activated from IL
2167,2021-02-12,Magic,,Frank Mason,placed on IL with right groin injury
2168,2021-02-12,Magic,Michael Carter-Williams,,activated from IL
2169,2021-02-12,Pistons,,Sekou Doumbouya,placed on IL with concussion
2170,2021-02-12,Rockets,,Victor Oladipo,placed on IL with right ankle/foot injury
2171,2021-02-12,Spurs,Derrick White,,activated from IL
2172,2021-02-13,76ers,(James) Mike Scott,,activated from IL
2173,2021-02-13,Hawks,,Tony Snell,placed on IL with right Achilles injury
2174,2021-02-13,Knicks,,Mitchell Robinson,placed on IL with fractured right hand
2175,2021-02-13,Nets,Kevin Durant,,activated from IL
2176,2021-02-13,Spurs,,Quinndary Weatherspoon,placed on IL with NBA health and safety protocols
2177,2021-02-13,Suns,Cameron Payne,,activated from IL
2178,2021-02-13,Suns,Dario Saric,,activated from IL
2179,2021-02-13,Wizards,,Ishmael Smith / Ish Smith,placed on IL with strained right quadriceps
2180,2021-02-14,Blazers,,Rodney Hood,placed on IL with sprained left foot
2181,2021-02-14,Blazers,Keljin Blevins,,activated from IL
2182,2021-02-14,Celtics,Kemba Walker,,activated from IL
2183,2021-02-14,Celtics,Robert Williams III,,activated from IL
2184,2021-02-14,Clippers,,Kawhi Leonard,placed on IL with bruised left leg
2185,2021-02-14,Grizzlies,Sean McDermott,,activated from IL
2186,2021-02-14,Hornets,Jalen McDaniels,,activated from IL
2187,2021-02-14,Nets,,Kevin Durant,placed on IL with strained left hamstring
2188,2021-02-14,Pistons,,Blake Griffin,placed on IL with left knee injury
2189,2021-02-14,Pistons,Mason Plumlee,,activated from IL
2190,2021-02-14,Suns,,Jalen Smith,placed on IL with NBA health and safety protocols
2191,2021-02-14,Wizards,,Anthony Gill,placed on IL with gastroenteritis
2192,2021-02-15,Blazers,,Harry Giles,placed on IL with strained left calf
2193,2021-02-15,Bulls,,Adam Mokoka,placed on IL with NBA health and safety protocols
2194,2021-02-15,Bulls,Wendell Carter Jr.,,activated from IL
2195,2021-02-15,Clippers,,Nicolas Batum,placed on IL with concussion
2196,2021-02-15,Lakers,,Anthony Davis,placed on IL with strained right calf / Achilles
2197,2021-02-15,Nuggets,,Paul Millsap,placed on IL with sprained left knee
2198,2021-02-15,Wizards,Anthony Gill,,activated from IL
2199,2021-02-15,Jazz,Elijah Hughes,,activated from IL
2200,2021-02-15,Magic,Frank Mason,,activated from IL
2201,2021-02-15,Suns,Jalen Smith,,activated from IL
2202,2021-02-16,Celtics,,Daniel Theis,placed on IL with right index finger injury
2203,2021-02-16,Magic,,Cole Anthony,placed on IL with rib injury
2204,2021-02-16,Nets,,Kyrie Irving,placed on IL with tightness in lower back
2205,2021-02-16,Raptors,Ogugua Anunoby / O.G. Anunoby,,activated from IL
2206,2021-02-17,76ers,,Ben Simmons,placed on IL with illness
2207,2021-02-17,Blazers,Rodney Hood,,activated from IL
2208,2021-02-17,Bulls,Adam Mokoka,,activated from IL
2209,2021-02-17,Celtics,,Kemba Walker,placed on IL with left knee injury
2210,2021-02-17,Hawks,Tony Snell,,activated from IL
2211,2021-02-17,Kings,,Harrison Barnes,placed on IL with left foot injury
2212,2021-02-17,Knicks,Frank Ntilikina,,activated from IL
2213,2021-02-17,Magic,Evan Fournier,,activated from IL
2214,2021-02-17,Nets,Kyrie Irving,,activated from IL
2215,2021-02-17,Nuggets,Gary Harris,,activated from IL
2216,2021-02-17,Rockets,Victor Oladipo,,activated from IL
2217,2021-02-18,Celtics,Daniel Theis,,activated from IL
2218,2021-02-18,Kings,,Chimezie Metu,placed on IL with fractured right wrist
2219,2021-02-18,Lakers,,Dennis Schröder,placed on IL with health and safety protocols / COVID-19
2220,2021-02-18,Nuggets,,Gary Harris,placed on IL with strained left adductor
2221,2021-02-18,Raptors,,Kyle Lowry,placed on IL with sprained left thumb / sore left ankle
2222,2021-02-18,Raptors,Yuta Watanabe,,activated from IL
2223,2021-02-19,Bucks,,Jaylen Adams,placed on IL with COVID-19
2224,2021-02-19,Bulls,,Adam Mokoka,placed on IL with NBA health and safety protocols
2225,2021-02-19,Celtics,Kemba Walker,,activated from IL
2226,2021-02-19,Clippers,Kawhi Leonard,,activated from IL
2227,2021-02-19,Clippers,Nicolas Batum,,activated from IL
2228,2021-02-19,Clippers,Paul George,,activated from IL
2229,2021-02-19,Grizzlies,,Dillon Brooks,placed on IL with sore right thigh
2230,2021-02-19,Jazz,Mike Conley Jr.,,activated from IL
2231,2021-02-19,Pistons,Sekou Doumbouya,,activated from IL
2232,2021-02-19,Raptors,Patrick McCaw,,activated from IL
2233,2021-02-20,Bulls,Adam Mokoka,,activated from IL
2234,2021-02-20,Grizzlies,,Brandon Clarke,placed on IL with right calf injury
2235,2021-02-20,Grizzlies,Justise Winslow,,activated from IL
2236,2021-02-20,Kings,,Glenn Robinson III,placed on IL with right knee injury
2237,2021-02-20,Lakers,Kostas Antetokounmpo,,activated from IL
2238,2021-02-21,76ers,Ben Simmons,,activated from IL
2239,2021-02-21,76ers,Shake Milton,,activated from IL
2240,2021-02-21,Grizzlies,Brandon Clarke,,activated from IL
2241,2021-02-21,Knicks,,Austin Rivers,placed on IL with illness
2242,2021-02-21,Nets,,Tyler Johnson,placed on IL with strained left adductor
2243,2021-02-21,Nuggets,,JaMychal Green,placed on IL with sprained left shoulder
2244,2021-02-21,Pistons,,Delon Wright,placed on IL with strained right groin
2245,2021-02-21,Pistons,Frank Jackson,,activated from IL
2246,2021-02-22,Bulls,,Adam Mokoka,placed on IL with NBA health and safety protocols
2247,2021-02-22,Grizzlies,,Sean McDermott,placed on IL
2248,2021-02-22,Mavericks,,Kristaps Porzingis,placed on IL with tightness in lower back / sore lower back
2249,2021-02-22,Mavericks,Tyrell Terry,,activated from IL
2250,2021-02-22,Rockets,,DeMarcus Cousins,placed on IL with sore right heel
2251,2021-02-22,Spurs,,Keldon Johnson,placed on IL with NBA health and safety protocols
2252,2021-02-23,76ers,,Seth Curry,placed on IL with sore left ankle
2253,2021-02-23,Hawks,,Cameron Reddish / Cam Reddish,placed on IL with sore right Achilles
2254,2021-02-23,Hawks,Rajon Rondo,,activated from IL
2255,2021-02-23,Kings,Harrison Barnes,,activated from IL
2256,2021-02-23,Mavericks,,Tyrell Terry,placed on IL
2257,2021-02-23,Nets,,Timothe Luwawu-Cabarrot,placed on IL with bruised right hip
2258,2021-02-23,Nets,Tyler Johnson,,activated from IL
2259,2021-02-23,Nets,Iman Shumpert,,activated from IL
2260,2021-02-23,Rockets,DeMarcus Cousins,,activated from IL
2261,2021-02-24,Celtics,,Kemba Walker,placed on IL with left knee injury
2262,2021-02-24,Heat,,Avery Bradley,placed on IL with bruised right knee
2263,2021-02-24,Heat,Chris Silva,,activated from IL
2264,2021-02-24,Kings,,Hassan Whiteside,placed on IL with NBA health and safety protocols
2265,2021-02-24,Knicks,Austin Rivers,,activated from IL
2266,2021-02-24,Pistons,,Jerami Grant,placed on IL
2267,2021-02-24,Raptors,Kyle Lowry,,activated from IL
2268,2021-02-24,Spurs,,Devin Vassell,placed on IL with NBA health and safety protocols
2269,2021-02-24,Spurs,,Rudy Gay,placed on IL with NBA health and safety protocols
2270,2021-02-24,Spurs,LaMarcus Aldridge,,activated from IL
2271,2021-02-24,Timberwolves,Jarrett Culver,,activated from IL
2272,2021-02-24,Bulls,Adam Mokoka,,activated from IL
2273,2021-02-24,Kings,Glenn Robinson III,,activated from IL
2274,2021-02-25,76ers,Seth Curry,,activated from IL
2275,2021-02-25,Grizzlies,Dillon Brooks,,activated from IL
2276,2021-02-25,Kings,,Jabari Parker,placed on IL with NBA health and safety protocols
2277,2021-02-25,Knicks,,Elfrid Payton,placed on IL with right hamstring injury
2278,2021-02-25,Nets,Timothe Luwawu-Cabarrot,,activated from IL
2279,2021-02-25,Thunder,,Hamidou Diallo,placed on IL with sore right groin
2280,2021-02-26,76ers,,Tobias Harris,placed on IL with bruised right knee
2281,2021-02-26,Celtics,Kemba Walker,,activated from IL
2282,2021-02-26,Grizzlies,,Justise Winslow,placed on IL with left hip injury
2283,2021-02-26,Kings,,Tyrese Haliburton,placed on IL with sore left calf
2284,2021-02-26,Kings,Jabari Parker,,activated from IL
2285,2021-02-26,Lakers,Dennis Schröder,,activated from IL
2286,2021-02-26,Pistons,,Frank Jackson,placed on IL with illness
2287,2021-02-26,Pistons,Jerami Grant,,activated from IL
2288,2021-02-26,Raptors,,Pascal Siakam,placed on IL with NBA health and safety protocols
2289,2021-02-27,Grizzlies,,Grayson Allen,placed on IL with concussion
2290,2021-02-27,Jazz,,Mike Conley Jr.,placed on IL with right hamstring injury
2291,2021-02-27,Mavericks,Kristaps Porzingis,,activated from IL
2292,2021-02-27,Nets,,Kyrie Irving,placed on IL with right shoulder injury
2293,2021-02-27,Nuggets,P.J. Dozier,,activated from IL
2294,2021-02-27,Thunder,,Darius Miller,placed on IL with stomach illness
2295,2021-02-27,Spurs,,Quinndary Weatherspoon,placed on IL for conditioning
2296,2021-02-28,Bucks,Jrue Holiday,,activated from IL
2297,2021-02-28,Celtics,,Jaylen Brown,placed on IL with sore left knee
2298,2021-02-28,Grizzlies,Justise Winslow,,activated from IL
2299,2021-02-28,Grizzlies,Killian Tillie,,activated from IL
2300,2021-02-28,Jazz,Mike Conley Jr.,,activated from IL
2301,2021-02-28,Knicks,,Taj Gibson,placed on IL with sprained left ankle
2302,2021-02-28,Nuggets,,R.J. Hampton,placed on IL with NBA health and safety protocols
2303,2021-03-01,Nets,,Jeff Green,placed on IL with right shoulder injury
2304,2021-03-01,Nets,,Timothe Luwawu-Cabarrot,placed on IL with sore right knee
2305,2021-03-01,Nets,Kyrie Irving,,activated from IL
2306,2021-03-01,Nuggets,,Facundo Campazzo,placed on IL with NBA health and safety protocols
2307,2021-03-01,Nuggets,,Markus Howard,placed on IL with NBA health and safety protocols
2308,2021-03-01,Nuggets,JaMychal Green,,activated from IL
2309,2021-03-01,Spurs,,Keldon Johnson,placed on IL with conditioning
2310,2021-03-02,Celtics,Jaylen Brown,,activated from IL
